This job can be monitored from: https://scruffy.c3se.chalmers.se/d/alvis-job/alvis-job?var-jobid=1736513&from=1704760762000
[INFO] Trainer: ngp | 2024-01-09_01-40-17 | cuda:0 | fp16 | 
/cephyr/users/amirmaso/Alvis/microct-neural-repr/instant-NGP-cunerf/model/cunerf
-rhino-2-r4
[INFO] #parameters: 1634790
[INFO] Loading latest checkpoint ...
[WARN] No checkpoint found, model randomly initialized.
==> Start Training Epoch 1, lr=0.001000 ...

  0% 0/2725000 [00:00<?, ?it/s]
loss=0.1209 (0.1209): :   0% 0/2725000 [00:02<?, ?it/s]
loss=0.1209 (0.1209): :   0% 5000/2725000 [00:02<19:34, 2315.69it/s]
loss=0.1241 (0.1225): :   0% 5000/2725000 [00:02<19:34, 2315.69it/s]
loss=0.1241 (0.1225): :   0% 10000/2725000 [00:02<12:26, 3635.28it/s]
loss=0.1186 (0.1212): :   0% 10000/2725000 [00:03<12:26, 3635.28it/s]
loss=0.1186 (0.1212): :   1% 15000/2725000 [00:03<10:09, 4448.84it/s]
loss=0.1213 (0.1212): :   1% 15000/2725000 [00:04<10:09, 4448.84it/s]
loss=0.1213 (0.1212): :   1% 20000/2725000 [00:04<09:26, 4778.93it/s]
loss=0.1227 (0.1215): :   1% 20000/2725000 [00:05<09:26, 4778.93it/s]
loss=0.1227 (0.1215): :   1% 25000/2725000 [00:05<08:43, 5153.49it/s]
loss=0.1170 (0.1208): :   1% 25000/2725000 [00:06<08:43, 5153.49it/s]
loss=0.1170 (0.1208): :   1% 30000/2725000 [00:06<08:16, 5428.86it/s]
loss=0.1196 (0.1206): :   1% 30000/2725000 [00:07<08:16, 5428.86it/s]
loss=0.1196 (0.1206): :   1% 35000/2725000 [00:07<07:58, 5620.60it/s]
loss=0.1198 (0.1205): :   1% 35000/2725000 [00:08<07:58, 5620.60it/s]
loss=0.1198 (0.1205): :   1% 40000/2725000 [00:08<08:02, 5562.97it/s]
loss=0.1154 (0.1199): :   1% 40000/2725000 [00:08<08:02, 5562.97it/s]
loss=0.1154 (0.1199): :   2% 45000/2725000 [00:08<07:49, 5710.80it/s]
loss=0.1156 (0.1195): :   2% 45000/2725000 [00:09<07:49, 5710.80it/s]
loss=0.1156 (0.1195): :   2% 50000/2725000 [00:09<07:41, 5801.73it/s]
loss=0.1250 (0.1200): :   2% 50000/2725000 [00:10<07:41, 5801.73it/s]
loss=0.1250 (0.1200): :   2% 55000/2725000 [00:10<07:46, 5724.97it/s]
loss=0.1097 (0.1191): :   2% 55000/2725000 [00:11<07:46, 5724.97it/s]
loss=0.1097 (0.1191): :   2% 60000/2725000 [00:11<07:36, 5842.64it/s]
loss=0.1092 (0.1184): :   2% 60000/2725000 [00:12<07:36, 5842.64it/s]
loss=0.1092 (0.1184): :   2% 65000/2725000 [00:12<07:28, 5925.33it/s]
loss=0.1144 (0.1181): :   2% 65000/2725000 [00:13<07:28, 5925.33it/s]
loss=0.1144 (0.1181): :   3% 70000/2725000 [00:13<07:23, 5980.09it/s]
loss=0.1085 (0.1175): :   3% 70000/2725000 [00:14<07:23, 5980.09it/s]
loss=0.1085 (0.1175): :   3% 75000/2725000 [00:14<07:32, 5860.15it/s]
loss=0.1044 (0.1166): :   3% 75000/2725000 [00:14<07:32, 5860.15it/s]
loss=0.1044 (0.1166): :   3% 80000/2725000 [00:14<07:26, 5928.16it/s]
loss=0.1149 (0.1165): :   3% 80000/2725000 [00:15<07:26, 5928.16it/s]
loss=0.1149 (0.1165): :   3% 85000/2725000 [00:15<07:34, 5808.33it/s]
loss=0.1109 (0.1162): :   3% 85000/2725000 [00:16<07:34, 5808.33it/s]
loss=0.1109 (0.1162): :   3% 90000/2725000 [00:16<07:33, 5807.36it/s]
loss=0.1070 (0.1157): :   3% 90000/2725000 [00:17<07:33, 5807.36it/s]
loss=0.1070 (0.1157): :   3% 95000/2725000 [00:17<07:32, 5814.95it/s]
loss=0.1119 (0.1155): :   3% 95000/2725000 [00:18<07:32, 5814.95it/s]
loss=0.1119 (0.1155): :   4% 100000/2725000 [00:18<07:32, 5802.38it/s]
loss=0.1118 (0.1154): :   4% 100000/2725000 [00:19<07:32, 5802.38it/s]
loss=0.1118 (0.1154): :   4% 105000/2725000 [00:19<07:44, 5642.68it/s]
loss=0.1107 (0.1152): :   4% 105000/2725000 [00:20<07:44, 5642.68it/s]
loss=0.1107 (0.1152): :   4% 110000/2725000 [00:20<07:43, 5641.91it/s]
loss=0.1070 (0.1148): :   4% 110000/2725000 [00:21<07:43, 5641.91it/s]
loss=0.1070 (0.1148): :   4% 115000/2725000 [00:21<07:42, 5645.13it/s]
loss=0.1145 (0.1148): :   4% 115000/2725000 [00:21<07:42, 5645.13it/s]
loss=0.1145 (0.1148): :   4% 120000/2725000 [00:22<07:50, 5537.11it/s]
loss=0.1132 (0.1147): :   4% 120000/2725000 [00:22<07:50, 5537.11it/s]
loss=0.1132 (0.1147): :   5% 125000/2725000 [00:22<07:46, 5577.57it/s]
loss=0.1101 (0.1145): :   5% 125000/2725000 [00:23<07:46, 5577.57it/s]
loss=0.1101 (0.1145): :   5% 130000/2725000 [00:23<07:41, 5618.27it/s]
loss=0.1082 (0.1143): :   5% 130000/2725000 [00:24<07:41, 5618.27it/s]
loss=0.1082 (0.1143): :   5% 135000/2725000 [00:24<07:40, 5622.33it/s]
loss=0.1130 (0.1143): :   5% 135000/2725000 [00:25<07:40, 5622.33it/s]
loss=0.1130 (0.1143): :   5% 140000/2725000 [00:25<07:51, 5476.73it/s]
loss=0.1050 (0.1139): :   5% 140000/2725000 [00:26<07:51, 5476.73it/s]
loss=0.1050 (0.1139): :   5% 145000/2725000 [00:26<07:44, 5558.06it/s]
loss=0.1073 (0.1137): :   5% 145000/2725000 [00:27<07:44, 5558.06it/s]
loss=0.1073 (0.1137): :   6% 150000/2725000 [00:27<07:55, 5414.35it/s]
loss=0.1070 (0.1135): :   6% 150000/2725000 [00:28<07:55, 5414.35it/s]
loss=0.1070 (0.1135): :   6% 155000/2725000 [00:28<07:46, 5506.78it/s]
loss=0.1117 (0.1134): :   6% 155000/2725000 [00:29<07:46, 5506.78it/s]
loss=0.1117 (0.1134): :   6% 160000/2725000 [00:29<07:42, 5548.44it/s]
loss=0.1092 (0.1133): :   6% 160000/2725000 [00:30<07:42, 5548.44it/s]
loss=0.1092 (0.1133): :   6% 165000/2725000 [00:30<07:38, 5587.00it/s]
loss=0.1098 (0.1132): :   6% 165000/2725000 [00:31<07:38, 5587.00it/s]
loss=0.1098 (0.1132): :   6% 170000/2725000 [00:31<07:44, 5501.81it/s]
loss=0.1056 (0.1130): :   6% 170000/2725000 [00:31<07:44, 5501.81it/s]
loss=0.1056 (0.1130): :   6% 175000/2725000 [00:31<07:36, 5590.72it/s]
loss=0.1103 (0.1129): :   6% 175000/2725000 [00:32<07:36, 5590.72it/s]
loss=0.1103 (0.1129): :   7% 180000/2725000 [00:32<07:32, 5628.01it/s]
loss=0.1053 (0.1127): :   7% 180000/2725000 [00:33<07:32, 5628.01it/s]
loss=0.1053 (0.1127): :   7% 185000/2725000 [00:33<07:38, 5539.34it/s]
loss=0.1101 (0.1127): :   7% 185000/2725000 [00:34<07:38, 5539.34it/s]
loss=0.1101 (0.1127): :   7% 190000/2725000 [00:34<07:32, 5598.93it/s]
loss=0.1045 (0.1124): :   7% 190000/2725000 [00:35<07:32, 5598.93it/s]
loss=0.1045 (0.1124): :   7% 195000/2725000 [00:35<07:28, 5647.05it/s]
loss=0.1066 (0.1123): :   7% 195000/2725000 [00:36<07:28, 5647.05it/s]
loss=0.1066 (0.1123): :   7% 200000/2725000 [00:36<07:29, 5619.80it/s]
loss=0.1057 (0.1121): :   7% 200000/2725000 [00:37<07:29, 5619.80it/s]
loss=0.1057 (0.1121): :   8% 205000/2725000 [00:37<07:34, 5544.15it/s]
loss=0.1040 (0.1119): :   8% 205000/2725000 [00:38<07:34, 5544.15it/s]
loss=0.1040 (0.1119): :   8% 210000/2725000 [00:38<07:28, 5610.32it/s]
